Tweet,Sarcasm,word_tokens,char_tokens,sentence_tokens,subword_tokens,lemmatized_tweet
I don't speak doctor  So y'all need to dumb down this medical talking down just a bit ,no,"['i', 'don', ""'"", 't', 'speak', 'doctor', 'so', 'y', ""'"", 'all', 'need', 'to', 'dumb', 'down', 'this', 'medical', 'talking', 'down', 'just', 'a', 'bit']","['I', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'd', 'o', 'c', 't', 'o', 'r', ' ', ' ', 'S', 'o', ' ', 'y', ""'"", 'a', 'l', 'l', ' ', 'n', 'e', 'e', 'd', ' ', 't', 'o', ' ', 'd', 'u', 'm', 'b', ' ', 'd', 'o', 'w', 'n', ' ', 't', 'h', 'i', 's', ' ', 'm', 'e', 'd', 'i', 'c', 'a', 'l', ' ', 't', 'a', 'l', 'k', 'i', 'n', 'g', ' ', 'd', 'o', 'w', 'n', ' ', 'j', 'u', 's', 't', ' ', 'a', ' ', 'b', 'i', 't', ' ']","[""I don't speak doctor  So y'all need to dumb down this medical talking down just a bit""]","['i', 'don', ""'"", 't', 'speak', 'doctor', 'so', 'y', ""'"", 'all', 'need', 'to', 'dumb', 'down', 'this', 'medical', 'talking', 'down', 'just', 'a', 'bit']",I do n't speak doctor So y'all need to dumb down this medical talking down just a bit
A other meeting . I'm so fucking happy ,no,"['a', 'other', 'meeting', '.', 'i', ""'"", 'm', 'so', 'fucking', 'happy']","['A', ' ', 'o', 't', 'h', 'e', 'r', ' ', 'm', 'e', 'e', 't', 'i', 'n', 'g', ' ', '.', ' ', 'I', ""'"", 'm', ' ', 's', 'o', ' ', 'f', 'u', 'c', 'k', 'i', 'n', 'g', ' ', 'h', 'a', 'p', 'p', 'y', ' ']","['A other meeting .', ""I'm so fucking happy""]","['a', 'other', 'meeting', '.', 'i', ""'"", 'm', 'so', 'fucking', 'happy']",A other meeting . I 'm so fucking happy
Thank you so much  I wanted to speak with you also but I figured the young ladies should get the chance . I'll email you soon ,no,"['thank', 'you', 'so', 'much', 'i', 'wanted', 'to', 'speak', 'with', 'you', 'also', 'but', 'i', 'figured', 'the', 'young', 'ladies', 'should', 'get', 'the', 'chance', '.', 'i', ""'"", 'll', 'email', 'you', 'soon']","['T', 'h', 'a', 'n', 'k', ' ', 'y', 'o', 'u', ' ', 's', 'o', ' ', 'm', 'u', 'c', 'h', ' ', ' ', 'I', ' ', 'w', 'a', 'n', 't', 'e', 'd', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'w', 'i', 't', 'h', ' ', 'y', 'o', 'u', ' ', 'a', 'l', 's', 'o', ' ', 'b', 'u', 't', ' ', 'I', ' ', 'f', 'i', 'g', 'u', 'r', 'e', 'd', ' ', 't', 'h', 'e', ' ', 'y', 'o', 'u', 'n', 'g', ' ', 'l', 'a', 'd', 'i', 'e', 's', ' ', 's', 'h', 'o', 'u', 'l', 'd', ' ', 'g', 'e', 't', ' ', 't', 'h', 'e', ' ', 'c', 'h', 'a', 'n', 'c', 'e', ' ', '.', ' ', 'I', ""'"", 'l', 'l', ' ', 'e', 'm', 'a', 'i', 'l', ' ', 'y', 'o', 'u', ' ', 's', 'o', 'o', 'n', ' ']","['Thank you so much  I wanted to speak with you also but I figured the young ladies should get the chance .', ""I'll email you soon""]","['thank', 'you', 'so', 'much', 'i', 'wanted', 'to', 'speak', 'with', 'you', 'also', 'but', 'i', 'figured', 'the', 'young', 'ladies', 'should', 'get', 'the', 'chance', '.', 'i', ""'"", 'll', 'email', 'you', 'soon']",Thank you so much I wanted to speak with you also but I figured the young lady should get the chance . I 'll email you soon
Ahaha oh my god it's so funny when you find out funny as fuck stuff about people you used to speak to,no,"['ah', '##aha', 'oh', 'my', 'god', 'it', ""'"", 's', 'so', 'funny', 'when', 'you', 'find', 'out', 'funny', 'as', 'fuck', 'stuff', 'about', 'people', 'you', 'used', 'to', 'speak', 'to']","['A', 'h', 'a', 'h', 'a', ' ', 'o', 'h', ' ', 'm', 'y', ' ', 'g', 'o', 'd', ' ', 'i', 't', ""'"", 's', ' ', 's', 'o', ' ', 'f', 'u', 'n', 'n', 'y', ' ', 'w', 'h', 'e', 'n', ' ', 'y', 'o', 'u', ' ', 'f', 'i', 'n', 'd', ' ', 'o', 'u', 't', ' ', 'f', 'u', 'n', 'n', 'y', ' ', 'a', 's', ' ', 'f', 'u', 'c', 'k', ' ', 's', 't', 'u', 'f', 'f', ' ', 'a', 'b', 'o', 'u', 't', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'y', 'o', 'u', ' ', 'u', 's', 'e', 'd', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o']","[""Ahaha oh my god it's so funny when you find out funny as fuck stuff about people you used to speak to""]","['ah', '##aha', 'oh', 'my', 'god', 'it', ""'"", 's', 'so', 'funny', 'when', 'you', 'find', 'out', 'funny', 'as', 'fuck', 'stuff', 'about', 'people', 'you', 'used', 'to', 'speak', 'to']",Ahaha oh my god it 's so funny when you find out funny a fuck stuff about people you used to speak to
I moved from the couch to the bed . ,no,"['i', 'moved', 'from', 'the', 'couch', 'to', 'the', 'bed', '.']","['I', ' ', 'm', 'o', 'v', 'e', 'd', ' ', 'f', 'r', 'o', 'm', ' ', 't', 'h', 'e', ' ', 'c', 'o', 'u', 'c', 'h', ' ', 't', 'o', ' ', 't', 'h', 'e', ' ', 'b', 'e', 'd', ' ', '.', ' ']",['I moved from the couch to the bed .'],"['i', 'moved', 'from', 'the', 'couch', 'to', 'the', 'bed', '.']",I moved from the couch to the bed .
I ' ll find a way to get to youu ' ♡,no,"['i', ""'"", 'll', 'find', 'a', 'way', 'to', 'get', 'to', 'you', '##u', ""'"", '[UNK]']","['I', ' ', ""'"", ' ', 'l', 'l', ' ', 'f', 'i', 'n', 'd', ' ', 'a', ' ', 'w', 'a', 'y', ' ', 't', 'o', ' ', 'g', 'e', 't', ' ', 't', 'o', ' ', 'y', 'o', 'u', 'u', ' ', ""'"", ' ', '♡']","[""I ' ll find a way to get to youu ' ♡""]","['i', ""'"", 'll', 'find', 'a', 'way', 'to', 'get', 'to', 'you', '##u', ""'"", '[UNK]']",I ' ll find a way to get to youu ' ♡
"I find myself frustrated to . But as a VC leader , a bit reluctant to speak out so vocally .",no,"['i', 'find', 'myself', 'frustrated', 'to', '.', 'but', 'as', 'a', 'vc', 'leader', ',', 'a', 'bit', 'reluctant', 'to', 'speak', 'out', 'so', 'vocal', '##ly', '.']","['I', ' ', 'f', 'i', 'n', 'd', ' ', 'm', 'y', 's', 'e', 'l', 'f', ' ', 'f', 'r', 'u', 's', 't', 'r', 'a', 't', 'e', 'd', ' ', 't', 'o', ' ', '.', ' ', 'B', 'u', 't', ' ', 'a', 's', ' ', 'a', ' ', 'V', 'C', ' ', 'l', 'e', 'a', 'd', 'e', 'r', ' ', ',', ' ', 'a', ' ', 'b', 'i', 't', ' ', 'r', 'e', 'l', 'u', 'c', 't', 'a', 'n', 't', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'o', 'u', 't', ' ', 's', 'o', ' ', 'v', 'o', 'c', 'a', 'l', 'l', 'y', ' ', '.']","['I find myself frustrated to .', 'But as a VC leader , a bit reluctant to speak out so vocally .']","['i', 'find', 'myself', 'frustrated', 'to', '.', 'but', 'as', 'a', 'vc', 'leader', ',', 'a', 'bit', 'reluctant', 'to', 'speak', 'out', 'so', 'vocal', '##ly', '.']","I find myself frustrated to . But a a VC leader , a bit reluctant to speak out so vocally ."
you don't speak to me so I guess you  never mind,no,"['you', 'don', ""'"", 't', 'speak', 'to', 'me', 'so', 'i', 'guess', 'you', 'never', 'mind']","['y', 'o', 'u', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'm', 'e', ' ', 's', 'o', ' ', 'I', ' ', 'g', 'u', 'e', 's', 's', ' ', 'y', 'o', 'u', ' ', ' ', 'n', 'e', 'v', 'e', 'r', ' ', 'm', 'i', 'n', 'd']","[""you don't speak to me so I guess you  never mind""]","['you', 'don', ""'"", 't', 'speak', 'to', 'me', 'so', 'i', 'guess', 'you', 'never', 'mind']",you do n't speak to me so I guess you never mind
back at the wonderful WCC tomorrow .,no,"['back', 'at', 'the', 'wonderful', 'wc', '##c', 'tomorrow', '.']","['b', 'a', 'c', 'k', ' ', 'a', 't', ' ', 't', 'h', 'e', ' ', 'w', 'o', 'n', 'd', 'e', 'r', 'f', 'u', 'l', ' ', 'W', 'C', 'C', ' ', 't', 'o', 'm', 'o', 'r', 'r', 'o', 'w', ' ', '.']",['back at the wonderful WCC tomorrow .'],"['back', 'at', 'the', 'wonderful', 'wc', '##c', 'tomorrow', '.']",back at the wonderful WCC tomorrow .
I wouldn't speak to anyone properly because I was so happy and then so depressed,no,"['i', 'wouldn', ""'"", 't', 'speak', 'to', 'anyone', 'properly', 'because', 'i', 'was', 'so', 'happy', 'and', 'then', 'so', 'depressed']","['I', ' ', 'w', 'o', 'u', 'l', 'd', 'n', ""'"", 't', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'a', 'n', 'y', 'o', 'n', 'e', ' ', 'p', 'r', 'o', 'p', 'e', 'r', 'l', 'y', ' ', 'b', 'e', 'c', 'a', 'u', 's', 'e', ' ', 'I', ' ', 'w', 'a', 's', ' ', 's', 'o', ' ', 'h', 'a', 'p', 'p', 'y', ' ', 'a', 'n', 'd', ' ', 't', 'h', 'e', 'n', ' ', 's', 'o', ' ', 'd', 'e', 'p', 'r', 'e', 's', 's', 'e', 'd']","[""I wouldn't speak to anyone properly because I was so happy and then so depressed""]","['i', 'wouldn', ""'"", 't', 'speak', 'to', 'anyone', 'properly', 'because', 'i', 'was', 'so', 'happy', 'and', 'then', 'so', 'depressed']",I would n't speak to anyone properly because I wa so happy and then so depressed
"i cant speak for other single moms but its hard for me to wanna start dating . my child means the world to me , and so does my inner peace",no,"['i', 'can', '##t', 'speak', 'for', 'other', 'single', 'mom', '##s', 'but', 'its', 'hard', 'for', 'me', 'to', 'wanna', 'start', 'dating', '.', 'my', 'child', 'means', 'the', 'world', 'to', 'me', ',', 'and', 'so', 'does', 'my', 'inner', 'peace']","['i', ' ', 'c', 'a', 'n', 't', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'f', 'o', 'r', ' ', 'o', 't', 'h', 'e', 'r', ' ', 's', 'i', 'n', 'g', 'l', 'e', ' ', 'm', 'o', 'm', 's', ' ', 'b', 'u', 't', ' ', 'i', 't', 's', ' ', 'h', 'a', 'r', 'd', ' ', 'f', 'o', 'r', ' ', 'm', 'e', ' ', 't', 'o', ' ', 'w', 'a', 'n', 'n', 'a', ' ', 's', 't', 'a', 'r', 't', ' ', 'd', 'a', 't', 'i', 'n', 'g', ' ', '.', ' ', 'm', 'y', ' ', 'c', 'h', 'i', 'l', 'd', ' ', 'm', 'e', 'a', 'n', 's', ' ', 't', 'h', 'e', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 't', 'o', ' ', 'm', 'e', ' ', ',', ' ', 'a', 'n', 'd', ' ', 's', 'o', ' ', 'd', 'o', 'e', 's', ' ', 'm', 'y', ' ', 'i', 'n', 'n', 'e', 'r', ' ', 'p', 'e', 'a', 'c', 'e']","['i cant speak for other single moms but its hard for me to wanna start dating .', 'my child means the world to me , and so does my inner peace']","['i', 'can', '##t', 'speak', 'for', 'other', 'single', 'mom', '##s', 'but', 'its', 'hard', 'for', 'me', 'to', 'wanna', 'start', 'dating', '.', 'my', 'child', 'means', 'the', 'world', 'to', 'me', ',', 'and', 'so', 'does', 'my', 'inner', 'peace']","i cant speak for other single mom but it hard for me to wan na start dating . my child mean the world to me , and so doe my inner peace"
I feel so down and shitty today I just want to curl up in bed and not speak to anyone,no,"['i', 'feel', 'so', 'down', 'and', 'shitty', 'today', 'i', 'just', 'want', 'to', 'curl', 'up', 'in', 'bed', 'and', 'not', 'speak', 'to', 'anyone']","['I', ' ', 'f', 'e', 'e', 'l', ' ', 's', 'o', ' ', 'd', 'o', 'w', 'n', ' ', 'a', 'n', 'd', ' ', 's', 'h', 'i', 't', 't', 'y', ' ', 't', 'o', 'd', 'a', 'y', ' ', 'I', ' ', 'j', 'u', 's', 't', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 'c', 'u', 'r', 'l', ' ', 'u', 'p', ' ', 'i', 'n', ' ', 'b', 'e', 'd', ' ', 'a', 'n', 'd', ' ', 'n', 'o', 't', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'a', 'n', 'y', 'o', 'n', 'e']",['I feel so down and shitty today I just want to curl up in bed and not speak to anyone'],"['i', 'feel', 'so', 'down', 'and', 'shitty', 'today', 'i', 'just', 'want', 'to', 'curl', 'up', 'in', 'bed', 'and', 'not', 'speak', 'to', 'anyone']",I feel so down and shitty today I just want to curl up in bed and not speak to anyone
I'm so excited to hear speak tonight at the mix  You guys aren't going to want to miss this ,no,"['i', ""'"", 'm', 'so', 'excited', 'to', 'hear', 'speak', 'tonight', 'at', 'the', 'mix', 'you', 'guys', 'aren', ""'"", 't', 'going', 'to', 'want', 'to', 'miss', 'this']","['I', ""'"", 'm', ' ', 's', 'o', ' ', 'e', 'x', 'c', 'i', 't', 'e', 'd', ' ', 't', 'o', ' ', 'h', 'e', 'a', 'r', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', 'n', 'i', 'g', 'h', 't', ' ', 'a', 't', ' ', 't', 'h', 'e', ' ', 'm', 'i', 'x', ' ', ' ', 'Y', 'o', 'u', ' ', 'g', 'u', 'y', 's', ' ', 'a', 'r', 'e', 'n', ""'"", 't', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 't', 'o', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 'm', 'i', 's', 's', ' ', 't', 'h', 'i', 's', ' ']","[""I'm so excited to hear speak tonight at the mix  You guys aren't going to want to miss this""]","['i', ""'"", 'm', 'so', 'excited', 'to', 'hear', 'speak', 'tonight', 'at', 'the', 'mix', 'you', 'guys', 'aren', ""'"", 't', 'going', 'to', 'want', 'to', 'miss', 'this']",I 'm so excited to hear speak tonight at the mix You guy are n't going to want to miss this
My co workers are so sweet . They're really nice to me . Maybe it's cuz they don't speak English most of the time  grimacing_face laugh out loud,no,"['my', 'co', 'workers', 'are', 'so', 'sweet', '.', 'they', ""'"", 're', 'really', 'nice', 'to', 'me', '.', 'maybe', 'it', ""'"", 's', 'cu', '##z', 'they', 'don', ""'"", 't', 'speak', 'english', 'most', 'of', 'the', 'time', 'grim', '##acing', '_', 'face', 'laugh', 'out', 'loud']","['M', 'y', ' ', 'c', 'o', ' ', 'w', 'o', 'r', 'k', 'e', 'r', 's', ' ', 'a', 'r', 'e', ' ', 's', 'o', ' ', 's', 'w', 'e', 'e', 't', ' ', '.', ' ', 'T', 'h', 'e', 'y', ""'"", 'r', 'e', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'n', 'i', 'c', 'e', ' ', 't', 'o', ' ', 'm', 'e', ' ', '.', ' ', 'M', 'a', 'y', 'b', 'e', ' ', 'i', 't', ""'"", 's', ' ', 'c', 'u', 'z', ' ', 't', 'h', 'e', 'y', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'E', 'n', 'g', 'l', 'i', 's', 'h', ' ', 'm', 'o', 's', 't', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 't', 'i', 'm', 'e', ' ', ' ', 'g', 'r', 'i', 'm', 'a', 'c', 'i', 'n', 'g', '_', 'f', 'a', 'c', 'e', ' ', 'l', 'a', 'u', 'g', 'h', ' ', 'o', 'u', 't', ' ', 'l', 'o', 'u', 'd']","['My co workers are so sweet .', ""They're really nice to me ."", ""Maybe it's cuz they don't speak English most of the time  grimacing_face laugh out loud""]","['my', 'co', 'workers', 'are', 'so', 'sweet', '.', 'they', ""'"", 're', 'really', 'nice', 'to', 'me', '.', 'maybe', 'it', ""'"", 's', 'cu', '##z', 'they', 'don', ""'"", 't', 'speak', 'english', 'most', 'of', 'the', 'time', 'grim', '##acing', '_', 'face', 'laugh', 'out', 'loud']",My co worker are so sweet . They 're really nice to me . Maybe it 's cuz they do n't speak English most of the time grimacing_face laugh out loud
I don't want friends that I have to speak to everyday so that they know that we're still friends,no,"['i', 'don', ""'"", 't', 'want', 'friends', 'that', 'i', 'have', 'to', 'speak', 'to', 'everyday', 'so', 'that', 'they', 'know', 'that', 'we', ""'"", 're', 'still', 'friends']","['I', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 'w', 'a', 'n', 't', ' ', 'f', 'r', 'i', 'e', 'n', 'd', 's', ' ', 't', 'h', 'a', 't', ' ', 'I', ' ', 'h', 'a', 'v', 'e', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'e', 'v', 'e', 'r', 'y', 'd', 'a', 'y', ' ', 's', 'o', ' ', 't', 'h', 'a', 't', ' ', 't', 'h', 'e', 'y', ' ', 'k', 'n', 'o', 'w', ' ', 't', 'h', 'a', 't', ' ', 'w', 'e', ""'"", 'r', 'e', ' ', 's', 't', 'i', 'l', 'l', ' ', 'f', 'r', 'i', 'e', 'n', 'd', 's']","[""I don't want friends that I have to speak to everyday so that they know that we're still friends""]","['i', 'don', ""'"", 't', 'want', 'friends', 'that', 'i', 'have', 'to', 'speak', 'to', 'everyday', 'so', 'that', 'they', 'know', 'that', 'we', ""'"", 're', 'still', 'friends']",I do n't want friend that I have to speak to everyday so that they know that we 're still friend
So apparently you used to speak to connor maynard face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,no,"['so', 'apparently', 'you', 'used', 'to', 'speak', 'to', 'connor', 'maynard', 'face', '_', 'with', '_', 'tears', '_', 'of', '_', 'joy', 'face', '_', 'with', '_', 'tears', '_', 'of', '_', 'joy', 'face', '_', 'with', '_', 'tears', '_', 'of', '_', 'joy', 'face', '_', 'with', '_', 'tears', '_', 'of', '_', 'joy']","['S', 'o', ' ', 'a', 'p', 'p', 'a', 'r', 'e', 'n', 't', 'l', 'y', ' ', 'y', 'o', 'u', ' ', 'u', 's', 'e', 'd', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'c', 'o', 'n', 'n', 'o', 'r', ' ', 'm', 'a', 'y', 'n', 'a', 'r', 'd', ' ', 'f', 'a', 'c', 'e', '_', 'w', 'i', 't', 'h', '_', 't', 'e', 'a', 'r', 's', '_', 'o', 'f', '_', 'j', 'o', 'y', ' ', 'f', 'a', 'c', 'e', '_', 'w', 'i', 't', 'h', '_', 't', 'e', 'a', 'r', 's', '_', 'o', 'f', '_', 'j', 'o', 'y', ' ', 'f', 'a', 'c', 'e', '_', 'w', 'i', 't', 'h', '_', 't', 'e', 'a', 'r', 's', '_', 'o', 'f', '_', 'j', 'o', 'y', ' ', 'f', 'a', 'c', 'e', '_', 'w', 'i', 't', 'h', '_', 't', 'e', 'a', 'r', 's', '_', 'o', 'f', '_', 'j', 'o', 'y']",['So apparently you used to speak to connor maynard face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy'],"['so', 'apparently', 'you', 'used', 'to', 'speak', 'to', 'connor', 'maynard', 'face', '_', 'with', '_', 'tears', '_', 'of', '_', 'joy', 'face', '_', 'with', '_', 'tears', '_', 'of', '_', 'joy', 'face', '_', 'with', '_', 'tears', '_', 'of', '_', 'joy', 'face', '_', 'with', '_', 'tears', '_', 'of', '_', 'joy']",So apparently you used to speak to connor maynard face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Yes so it seems . How are you Xert .  Long time no speak  Hello Flip nice to meet you,no,"['yes', 'so', 'it', 'seems', '.', 'how', 'are', 'you', 'x', '##ert', '.', 'long', 'time', 'no', 'speak', 'hello', 'flip', 'nice', 'to', 'meet', 'you']","['Y', 'e', 's', ' ', 's', 'o', ' ', 'i', 't', ' ', 's', 'e', 'e', 'm', 's', ' ', '.', ' ', 'H', 'o', 'w', ' ', 'a', 'r', 'e', ' ', 'y', 'o', 'u', ' ', 'X', 'e', 'r', 't', ' ', '.', ' ', ' ', 'L', 'o', 'n', 'g', ' ', 't', 'i', 'm', 'e', ' ', 'n', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', ' ', 'H', 'e', 'l', 'l', 'o', ' ', 'F', 'l', 'i', 'p', ' ', 'n', 'i', 'c', 'e', ' ', 't', 'o', ' ', 'm', 'e', 'e', 't', ' ', 'y', 'o', 'u']","['Yes so it seems .', 'How are you Xert .', 'Long time no speak  Hello Flip nice to meet you']","['yes', 'so', 'it', 'seems', '.', 'how', 'are', 'you', 'x', '##ert', '.', 'long', 'time', 'no', 'speak', 'hello', 'flip', 'nice', 'to', 'meet', 'you']",Yes so it seems . How are you Xert . Long time no speak Hello Flip nice to meet you
Story of my life .,no,"['story', 'of', 'my', 'life', '.']","['S', 't', 'o', 'r', 'y', ' ', 'o', 'f', ' ', 'm', 'y', ' ', 'l', 'i', 'f', 'e', ' ', '.']",['Story of my life .'],"['story', 'of', 'my', 'life', '.']",Story of my life .
"thank you so much , I wrote it myself  and cried while writing it  . I just wish I could speak to her one last time and stop ",no,"['thank', 'you', 'so', 'much', ',', 'i', 'wrote', 'it', 'myself', 'and', 'cried', 'while', 'writing', 'it', '.', 'i', 'just', 'wish', 'i', 'could', 'speak', 'to', 'her', 'one', 'last', 'time', 'and', 'stop']","['t', 'h', 'a', 'n', 'k', ' ', 'y', 'o', 'u', ' ', 's', 'o', ' ', 'm', 'u', 'c', 'h', ' ', ',', ' ', 'I', ' ', 'w', 'r', 'o', 't', 'e', ' ', 'i', 't', ' ', 'm', 'y', 's', 'e', 'l', 'f', ' ', ' ', 'a', 'n', 'd', ' ', 'c', 'r', 'i', 'e', 'd', ' ', 'w', 'h', 'i', 'l', 'e', ' ', 'w', 'r', 'i', 't', 'i', 'n', 'g', ' ', 'i', 't', ' ', ' ', '.', ' ', 'I', ' ', 'j', 'u', 's', 't', ' ', 'w', 'i', 's', 'h', ' ', 'I', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'h', 'e', 'r', ' ', 'o', 'n', 'e', ' ', 'l', 'a', 's', 't', ' ', 't', 'i', 'm', 'e', ' ', 'a', 'n', 'd', ' ', 's', 't', 'o', 'p', ' ']","['thank you so much , I wrote it myself  and cried while writing it  .', 'I just wish I could speak to her one last time and stop']","['thank', 'you', 'so', 'much', ',', 'i', 'wrote', 'it', 'myself', 'and', 'cried', 'while', 'writing', 'it', '.', 'i', 'just', 'wish', 'i', 'could', 'speak', 'to', 'her', 'one', 'last', 'time', 'and', 'stop']","thank you so much , I wrote it myself and cried while writing it . I just wish I could speak to her one last time and stop"
People need to think before they speak . Words can do so much damage .,no,"['people', 'need', 'to', 'think', 'before', 'they', 'speak', '.', 'words', 'can', 'do', 'so', 'much', 'damage', '.']","['P', 'e', 'o', 'p', 'l', 'e', ' ', 'n', 'e', 'e', 'd', ' ', 't', 'o', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'b', 'e', 'f', 'o', 'r', 'e', ' ', 't', 'h', 'e', 'y', ' ', 's', 'p', 'e', 'a', 'k', ' ', '.', ' ', 'W', 'o', 'r', 'd', 's', ' ', 'c', 'a', 'n', ' ', 'd', 'o', ' ', 's', 'o', ' ', 'm', 'u', 'c', 'h', ' ', 'd', 'a', 'm', 'a', 'g', 'e', ' ', '.']","['People need to think before they speak .', 'Words can do so much damage .']","['people', 'need', 'to', 'think', 'before', 'they', 'speak', '.', 'words', 'can', 'do', 'so', 'much', 'damage', '.']",People need to think before they speak . Words can do so much damage .
Just got a taste of Sunday's sermon from  Isaiah 41 is going to speak so much hope in God into our hearts ,no,"['just', 'got', 'a', 'taste', 'of', 'sunday', ""'"", 's', 'sermon', 'from', 'isaiah', '41', 'is', 'going', 'to', 'speak', 'so', 'much', 'hope', 'in', 'god', 'into', 'our', 'hearts']","['J', 'u', 's', 't', ' ', 'g', 'o', 't', ' ', 'a', ' ', 't', 'a', 's', 't', 'e', ' ', 'o', 'f', ' ', 'S', 'u', 'n', 'd', 'a', 'y', ""'"", 's', ' ', 's', 'e', 'r', 'm', 'o', 'n', ' ', 'f', 'r', 'o', 'm', ' ', ' ', 'I', 's', 'a', 'i', 'a', 'h', ' ', '4', '1', ' ', 'i', 's', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 's', 'o', ' ', 'm', 'u', 'c', 'h', ' ', 'h', 'o', 'p', 'e', ' ', 'i', 'n', ' ', 'G', 'o', 'd', ' ', 'i', 'n', 't', 'o', ' ', 'o', 'u', 'r', ' ', 'h', 'e', 'a', 'r', 't', 's', ' ']","[""Just got a taste of Sunday's sermon from  Isaiah 41 is going to speak so much hope in God into our hearts""]","['just', 'got', 'a', 'taste', 'of', 'sunday', ""'"", 's', 'sermon', 'from', 'isaiah', '41', 'is', 'going', 'to', 'speak', 'so', 'much', 'hope', 'in', 'god', 'into', 'our', 'hearts']",Just got a taste of Sunday 's sermon from Isaiah 41 is going to speak so much hope in God into our heart
"So dad , if you haven't noticed ; I can barely speak . So what makes you think I want to tell you about my weekend and day today ",no,"['so', 'dad', ',', 'if', 'you', 'haven', ""'"", 't', 'noticed', ';', 'i', 'can', 'barely', 'speak', '.', 'so', 'what', 'makes', 'you', 'think', 'i', 'want', 'to', 'tell', 'you', 'about', 'my', 'weekend', 'and', 'day', 'today']","['S', 'o', ' ', 'd', 'a', 'd', ' ', ',', ' ', 'i', 'f', ' ', 'y', 'o', 'u', ' ', 'h', 'a', 'v', 'e', 'n', ""'"", 't', ' ', 'n', 'o', 't', 'i', 'c', 'e', 'd', ' ', ';', ' ', 'I', ' ', 'c', 'a', 'n', ' ', 'b', 'a', 'r', 'e', 'l', 'y', ' ', 's', 'p', 'e', 'a', 'k', ' ', '.', ' ', 'S', 'o', ' ', 'w', 'h', 'a', 't', ' ', 'm', 'a', 'k', 'e', 's', ' ', 'y', 'o', 'u', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'I', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 't', 'e', 'l', 'l', ' ', 'y', 'o', 'u', ' ', 'a', 'b', 'o', 'u', 't', ' ', 'm', 'y', ' ', 'w', 'e', 'e', 'k', 'e', 'n', 'd', ' ', 'a', 'n', 'd', ' ', 'd', 'a', 'y', ' ', 't', 'o', 'd', 'a', 'y', ' ']","[""So dad , if you haven't noticed ; I can barely speak ."", 'So what makes you think I want to tell you about my weekend and day today']","['so', 'dad', ',', 'if', 'you', 'haven', ""'"", 't', 'noticed', ';', 'i', 'can', 'barely', 'speak', '.', 'so', 'what', 'makes', 'you', 'think', 'i', 'want', 'to', 'tell', 'you', 'about', 'my', 'weekend', 'and', 'day', 'today']","So dad , if you have n't noticed ; I can barely speak . So what make you think I want to tell you about my weekend and day today"
