Tweet,Sarcasm,tokens
"face_savoring_food two_hearts absolutely beautiful  And so lovely , spoken and seen you a few times but should definitely try to speak a bit more or something x",no,"['face_savoring_food', 'two_hearts', 'absolutely', 'beautiful', 'And', 'so', 'lovely', ',', 'spoken', 'and', 'seen', 'you', 'a', 'few', 'times', 'but', 'should', 'definitely', 'try', 'to', 'speak', 'a', 'bit', 'more', 'or', 'something', 'x']"
Slapen ,no,['Slapen']
Wow my fridge is so full  ,no,"['Wow', 'my', 'fridge', 'is', 'so', 'full']"
I feel so annoying I wanna speak to you but the last week has felt so horrible I don't know how,no,"['I', 'feel', 'so', 'annoying', 'I', 'wanna', 'speak', 'to', 'you', 'but', 'the', 'last', 'week', 'has', 'felt', 'so', 'horrible', 'I', ""don't"", 'know', 'how']"
"He's committed a crime against society , society deserves to speak its mind but should not do so impulsively .",no,"[""He's"", 'committed', 'a', 'crime', 'against', 'society', ',', 'society', 'deserves', 'to', 'speak', 'its', 'mind', 'but', 'should', 'not', 'do', 'so', 'impulsively', '.']"
That's real great,no,"[""That's"", 'real', 'great']"
"I hate my boss's wife SO much . If I never have to speak to her pretentious , thinkssheknowsitall ass again it will be too soon .",no,"['I', 'hate', 'my', ""boss's"", 'wife', 'SO', 'much', '.', 'If', 'I', 'never', 'have', 'to', 'speak', 'to', 'her', 'pretentious', ',', 'thinkssheknowsitall', 'ass', 'again', 'it', 'will', 'be', 'too', 'soon', '.']"
Wow I did a great job painting my nails,no,"['Wow', 'I', 'did', 'a', 'great', 'job', 'painting', 'my', 'nails']"
yo Cervix my phone off ,no,"['yo', 'Cervix', 'my', 'phone', 'off']"
I don't associate with Alex so I'll speak to you later Kai,no,"['I', ""don't"", 'associate', 'with', 'Alex', 'so', ""I'll"", 'speak', 'to', 'you', 'later', 'Kai']"
I realized I don't care for a lot of people  So if I don't speak to you I prolly don't like you to be honest,no,"['I', 'realized', 'I', ""don't"", 'care', 'for', 'a', 'lot', 'of', 'people', 'So', 'if', 'I', ""don't"", 'speak', 'to', 'you', 'I', 'prolly', ""don't"", 'like', 'you', 'to', 'be', 'honest']"
I mean to do for me my I speak so openly about everything on twitter you all know far too much about me,no,"['I', 'mean', 'to', 'do', 'for', 'me', 'my', 'I', 'speak', 'so', 'openly', 'about', 'everything', 'on', 'twitter', 'you', 'all', 'know', 'far', 'too', 'much', 'about', 'me']"
Love being an Arsenal fan on ,no,"['Love', 'being', 'an', 'Arsenal', 'fan', 'on']"
People moaning about folk going on about the indyref need to wise up . Go speak about big brother then cause it's so much more important face_with_tears_of_joy,no,"['People', 'moaning', 'about', 'folk', 'going', 'on', 'about', 'the', 'indyref', 'need', 'to', 'wise', 'up', '.', 'Go', 'speak', 'about', 'big', 'brother', 'then', 'cause', ""it's"", 'so', 'much', 'more', 'important', 'face_with_tears_of_joy']"
Love seeing Tyler's mates in the gym,no,"['Love', 'seeing', ""Tyler's"", 'mates', 'in', 'the', 'gym']"
Nippiness will get you far un life ,no,"['Nippiness', 'will', 'get', 'you', 'far', 'un', 'life']"
IF YOU SAW ED SHEERAN I HATE YOU DO NOT SPEAK TO ME I AM SO JEALOUS enraged_face enraged_face enraged_face,no,"['IF', 'YOU', 'SAW', 'ED', 'SHEERAN', 'I', 'HATE', 'YOU', 'DO', 'NOT', 'SPEAK', 'TO', 'ME', 'I', 'AM', 'SO', 'JEALOUS', 'enraged_face', 'enraged_face', 'enraged_face']"
"First time to ever speak on the mic , not so bad",no,"['First', 'time', 'to', 'ever', 'speak', 'on', 'the', 'mic', ',', 'not', 'so', 'bad']"
"I don't like to repeat myself , so listen to me carefully when you speak",no,"['I', ""don't"", 'like', 'to', 'repeat', 'myself', ',', 'so', 'listen', 'to', 'me', 'carefully', 'when', 'you', 'speak']"
you've done enough damage to us all . You don't speak for us so you don't sign for us . Traitor .,no,"[""you've"", 'done', 'enough', 'damage', 'to', 'us', 'all', '.', 'You', ""don't"", 'speak', 'for', 'us', 'so', 'you', ""don't"", 'sign', 'for', 'us', '.', 'Traitor', '.']"
Don't want to speak but have so much to say ,no,"[""Don't"", 'want', 'to', 'speak', 'but', 'have', 'so', 'much', 'to', 'say']"
I have personally witnessed clogging to  Smooth Criminal  and  Old Time Rock & Roll  so I know what I speak of .,no,"['I', 'have', 'personally', 'witnessed', 'clogging', 'to', 'Smooth', 'Criminal', 'and', 'Old', 'Time', 'Rock', '&', 'Roll', 'so', 'I', 'know', 'what', 'I', 'speak', 'of', '.']"
why is so hard to speak English,no,"['why', 'is', 'so', 'hard', 'to', 'speak', 'English']"
I hope u don't speak to ur children like zt so don't speak to Eritrean children like zt ,no,"['I', 'hope', 'u', ""don't"", 'speak', 'to', 'ur', 'children', 'like', 'zt', 'so', ""don't"", 'speak', 'to', 'Eritrean', 'children', 'like', 'zt']"
You fuck around and say sum shit that you think you know all bc a so called conscious person said it ima tell you to speak on that ..,no,"['You', 'fuck', 'around', 'and', 'say', 'sum', 'shit', 'that', 'you', 'think', 'you', 'know', 'all', 'bc', 'a', 'so', 'called', 'conscious', 'person', 'said', 'it', 'ima', 'tell', 'you', 'to', 'speak', 'on', 'that', '..']"
ahh  I can't do tomorrow now  ill be in in half an hr so speak to you then if you're there xx,no,"['ahh', 'I', ""can't"", 'do', 'tomorrow', 'now', 'ill', 'be', 'in', 'in', 'half', 'an', 'hr', 'so', 'speak', 'to', 'you', 'then', 'if', ""you're"", 'there', 'xx']"
"Actions speak louder than words , so sometimes you just have to believe what you see & forget what you hear",no,"['Actions', 'speak', 'louder', 'than', 'words', ',', 'so', 'sometimes', 'you', 'just', 'have', 'to', 'believe', 'what', 'you', 'see', '&', 'forget', 'what', 'you', 'hear']"
I find it's so much easier to write about difficult things than speak them ,no,"['I', 'find', ""it's"", 'so', 'much', 'easier', 'to', 'write', 'about', 'difficult', 'things', 'than', 'speak', 'them']"
"I know , but is so hard , I hope she come to colombia some day .  My English is bad  ahah do you speak Spanish ",no,"['I', 'know', ',', 'but', 'is', 'so', 'hard', ',', 'I', 'hope', 'she', 'come', 'to', 'colombia', 'some', 'day', '.', 'My', 'English', 'is', 'bad', 'ahah', 'do', 'you', 'speak', 'Spanish']"
What a day ,no,"['What', 'a', 'day']"
"Well , today has started of to a WONDERFUL start .",no,"['Well', ',', 'today', 'has', 'started', 'of', 'to', 'a', 'WONDERFUL', 'start', '.']"
can't wait to get up in four hours,no,"[""can't"", 'wait', 'to', 'get', 'up', 'in', 'four', 'hours']"
I'm going to learn how to speak Japanese so I can read that magazine,no,"[""I'm"", 'going', 'to', 'learn', 'how', 'to', 'speak', 'Japanese', 'so', 'I', 'can', 'read', 'that', 'magazine']"
Everyone is in such a good mood today .,no,"['Everyone', 'is', 'in', 'such', 'a', 'good', 'mood', 'today', '.']"
Wanting to speak to someone for so long but when you finally do things only get worse .. great start to the day . Fs,no,"['Wanting', 'to', 'speak', 'to', 'someone', 'for', 'so', 'long', 'but', 'when', 'you', 'finally', 'do', 'things', 'only', 'get', 'worse', '..', 'great', 'start', 'to', 'the', 'day', '.', 'Fs']"
"IK has given us courage to speak against these so called VIPS , ab chahai wo banni galla jayai ya kaheen or ",no,"['IK', 'has', 'given', 'us', 'courage', 'to', 'speak', 'against', 'these', 'so', 'called', 'VIPS', ',', 'ab', 'chahai', 'wo', 'banni', 'galla', 'jayai', 'ya', 'kaheen', 'or']"
never laughed so much because of harvey ,no,"['never', 'laughed', 'so', 'much', 'because', 'of', 'harvey']"
I did more media than u could image u didn't even know who I was until I got to New York so don't speak about what u dont know,no,"['I', 'did', 'more', 'media', 'than', 'u', 'could', 'image', 'u', ""didn't"", 'even', 'know', 'who', 'I', 'was', 'until', 'I', 'got', 'to', 'New', 'York', 'so', ""don't"", 'speak', 'about', 'what', 'u', 'dont', 'know']"
I could listen to Myles Parrish speak all day long . His voice is so smiling_face_with_hearteyes,no,"['I', 'could', 'listen', 'to', 'Myles', 'Parrish', 'speak', 'all', 'day', 'long', '.', 'His', 'voice', 'is', 'so', 'smiling_face_with_hearteyes']"
I don't want to speak too soon as it is only Wednesday  but this week has brought a few good things so far  ,no,"['I', ""don't"", 'want', 'to', 'speak', 'too', 'soon', 'as', 'it', 'is', 'only', 'Wednesday', 'but', 'this', 'week', 'has', 'brought', 'a', 'few', 'good', 'things', 'so', 'far']"
wallah it's so easy for us to get a job in algeria when u speak french  English ,no,"['wallah', ""it's"", 'so', 'easy', 'for', 'us', 'to', 'get', 'a', 'job', 'in', 'algeria', 'when', 'u', 'speak', 'french', 'English']"
yo mama's so topical they invite her to conferences to speak about current events,no,"['yo', ""mama's"", 'so', 'topical', 'they', 'invite', 'her', 'to', 'conferences', 'to', 'speak', 'about', 'current', 'events']"
And get out the house,no,"['And', 'get', 'out', 'the', 'house']"
and now tomorrow the real work starts  yaay,no,"['and', 'now', 'tomorrow', 'the', 'real', 'work', 'starts', 'yaay']"
Thank you so much for coming to speak with our class this morning  I enjoyed you alls presentation  Such an inspiration  red_heart ,no,"['Thank', 'you', 'so', 'much', 'for', 'coming', 'to', 'speak', 'with', 'our', 'class', 'this', 'morning', 'I', 'enjoyed', 'you', 'alls', 'presentation', 'Such', 'an', 'inspiration', 'red_heart']"
Don't see how you could even still speak to someone after they caused you so much shit,no,"[""Don't"", 'see', 'how', 'you', 'could', 'even', 'still', 'speak', 'to', 'someone', 'after', 'they', 'caused', 'you', 'so', 'much', 'shit']"
Actions speak louder than words so I refuse to be fooled by something that sounds so good when I never see a follow up,no,"['Actions', 'speak', 'louder', 'than', 'words', 'so', 'I', 'refuse', 'to', 'be', 'fooled', 'by', 'something', 'that', 'sounds', 'so', 'good', 'when', 'I', 'never', 'see', 'a', 'follow', 'up']"
When someone smiles and speaks to you smile and speak back  Stop walking around being so mean and rude   Dilly,no,"['When', 'someone', 'smiles', 'and', 'speaks', 'to', 'you', 'smile', 'and', 'speak', 'back', 'Stop', 'walking', 'around', 'being', 'so', 'mean', 'and', 'rude', 'Dilly']"
ikr gah jack why do you have to speak so properly,no,"['ikr', 'gah', 'jack', 'why', 'do', 'you', 'have', 'to', 'speak', 'so', 'properly']"
I don't do  so don't try to speak to them laugh out loud,no,"['I', ""don't"", 'do', 'so', ""don't"", 'try', 'to', 'speak', 'to', 'them', 'laugh', 'out', 'loud']"
Let the acting being  ,no,"['Let', 'the', 'acting', 'being']"
I don't know HOW TO SPEAK ENGLISH ANYMORE SO I'M SORRY IF I MENTIONED YOU W  WRONG WORDS I SPEAK PORTUGUESE by the way face_with_tears_of_joy,no,"['I', ""don't"", 'know', 'HOW', 'TO', 'SPEAK', 'ENGLISH', 'ANYMORE', 'SO', ""I'M"", 'SORRY', 'IF', 'I', 'MENTIONED', 'YOU', 'W', 'WRONG', 'WORDS', 'I', 'SPEAK', 'PORTUGUESE', 'by', 'the', 'way', 'face_with_tears_of_joy']"
I have to go to the job centre today and speak to a careers adviser to prrtend im looking for a job so i can sign on,no,"['I', 'have', 'to', 'go', 'to', 'the', 'job', 'centre', 'today', 'and', 'speak', 'to', 'a', 'careers', 'adviser', 'to', 'prrtend', 'im', 'looking', 'for', 'a', 'job', 'so', 'i', 'can', 'sign', 'on']"
So annoying seeing people u used to speak to and realising they actually got well good looking,no,"['So', 'annoying', 'seeing', 'people', 'u', 'used', 'to', 'speak', 'to', 'and', 'realising', 'they', 'actually', 'got', 'well', 'good', 'looking']"
Már 2 .  D  ,no,"['Már', '2', '.', 'D']"
I'm so excited you're here  I will be at MCC to watch you speak tomorrow  =,no,"[""I'm"", 'so', 'excited', ""you're"", 'here', 'I', 'will', 'be', 'at', 'MCC', 'to', 'watch', 'you', 'speak', 'tomorrow', '=']"
Watching the cuddleys   ,no,"['Watching', 'the', 'cuddleys']"
here are 20 different things to do,no,"['here', 'are', '20', 'different', 'things', 'to', 'do']"
Swimming with Mikey  ,no,"['Swimming', 'with', 'Mikey']"
"It's now 20 , the class begins .  ",no,"[""It's"", 'now', '20', ',', 'the', 'class', 'begins', '.']"
Here is our charity  Hear the SMO of Port Antonio Hospital speak about why it is so important for you to support ,no,"['Here', 'is', 'our', 'charity', 'Hear', 'the', 'SMO', 'of', 'Port', 'Antonio', 'Hospital', 'speak', 'about', 'why', 'it', 'is', 'so', 'important', 'for', 'you', 'to', 'support']"
$ 2000 dollar credit limit on my new credit card ,no,"['$', '2000', 'dollar', 'credit', 'limit', 'on', 'my', 'new', 'credit', 'card']"
Wow looks like this whole week is just dandy .,no,"['Wow', 'looks', 'like', 'this', 'whole', 'week', 'is', 'just', 'dandy', '.']"
pew yg rmai  ,no,"['pew', 'yg', 'rmai']"
"If we truly love one another we must  speak the truth in love   Ephesians 415  at all times , even when it is uncomfortable to do so .",no,"['If', 'we', 'truly', 'love', 'one', 'another', 'we', 'must', 'speak', 'the', 'truth', 'in', 'love', 'Ephesians', '415', 'at', 'all', 'times', ',', 'even', 'when', 'it', 'is', 'uncomfortable', 'to', 'do', 'so', '.']"
"i'm going there next Tuesday to speak to them , but they want me to start immediately so i dunno what to do about my job now",no,"[""i'm"", 'going', 'there', 'next', 'Tuesday', 'to', 'speak', 'to', 'them', ',', 'but', 'they', 'want', 'me', 'to', 'start', 'immediately', 'so', 'i', 'dunno', 'what', 'to', 'do', 'about', 'my', 'job', 'now']"
I jus wan no y u didnt speak to her — She ont speak so i dont speak,no,"['I', 'jus', 'wan', 'no', 'y', 'u', 'didnt', 'speak', 'to', 'her', '—', 'She', 'ont', 'speak', 'so', 'i', 'dont', 'speak']"
I KNOW HOW YOU FEELL oh my god I'm so embarrassed I don't think I can speak to him again loudly_crying_face,no,"['I', 'KNOW', 'HOW', 'YOU', 'FEELL', 'oh', 'my', 'god', ""I'm"", 'so', 'embarrassed', 'I', ""don't"", 'think', 'I', 'can', 'speak', 'to', 'him', 'again', 'loudly_crying_face']"
Letters  Medical Imaging's Gains  1 Letter ,no,"['Letters', 'Medical', ""Imaging's"", 'Gains', '1', 'Letter']"
I would pay so much money to never see or speak to you again,no,"['I', 'would', 'pay', 'so', 'much', 'money', 'to', 'never', 'see', 'or', 'speak', 'to', 'you', 'again']"
I am LOVING the  campaign  So many tweets speak exactly to my dissertation topic ,no,"['I', 'am', 'LOVING', 'the', 'campaign', 'So', 'many', 'tweets', 'speak', 'exactly', 'to', 'my', 'dissertation', 'topic']"
i don't know when it became cool to blow people off until you force them outa your life . so you want something different . u needa speak up,no,"['i', ""don't"", 'know', 'when', 'it', 'became', 'cool', 'to', 'blow', 'people', 'off', 'until', 'you', 'force', 'them', 'outa', 'your', 'life', '.', 'so', 'you', 'want', 'something', 'different', '.', 'u', 'needa', 'speak', 'up']"
Everyone seems really happy in my class today,no,"['Everyone', 'seems', 'really', 'happy', 'in', 'my', 'class', 'today']"
I'd rather not speak to anyone other than myslef now so plz,no,"[""I'd"", 'rather', 'not', 'speak', 'to', 'anyone', 'other', 'than', 'myslef', 'now', 'so', 'plz']"
Ion wanna link with no one . Please speak up when you see me tho . So I'll know how to handle you,no,"['Ion', 'wanna', 'link', 'with', 'no', 'one', '.', 'Please', 'speak', 'up', 'when', 'you', 'see', 'me', 'tho', '.', 'So', ""I'll"", 'know', 'how', 'to', 'handle', 'you']"
"if you forbid to speak Japanese , Your English skills gonna be better seriously  I'm so envy u  laugh out loud",no,"['if', 'you', 'forbid', 'to', 'speak', 'Japanese', ',', 'Your', 'English', 'skills', 'gonna', 'be', 'better', 'seriously', ""I'm"", 'so', 'envy', 'u', 'laugh', 'out', 'loud']"
The Nissan,no,"['The', 'Nissan']"
Everyone has so many online friends then I have one that I barley speak to anymore laugh out loud,no,"['Everyone', 'has', 'so', 'many', 'online', 'friends', 'then', 'I', 'have', 'one', 'that', 'I', 'barley', 'speak', 'to', 'anymore', 'laugh', 'out', 'loud']"
Going to bed now cause I'm in the UK but I can't wait to wake up and see all the tweets about tickets smirking_face,no,"['Going', 'to', 'bed', 'now', 'cause', ""I'm"", 'in', 'the', 'UK', 'but', 'I', ""can't"", 'wait', 'to', 'wake', 'up', 'and', 'see', 'all', 'the', 'tweets', 'about', 'tickets', 'smirking_face']"
by the time I finish this rhyme you ain't gonna have time to try so please young man please feel free to speak your mind,no,"['by', 'the', 'time', 'I', 'finish', 'this', 'rhyme', 'you', ""ain't"", 'gonna', 'have', 'time', 'to', 'try', 'so', 'please', 'young', 'man', 'please', 'feel', 'free', 'to', 'speak', 'your', 'mind']"
 My dongsaengs always speak well so they took my task and I will have to organize and add up well .   Suho,no,"['My', 'dongsaengs', 'always', 'speak', 'well', 'so', 'they', 'took', 'my', 'task', 'and', 'I', 'will', 'have', 'to', 'organize', 'and', 'add', 'up', 'well', '.', 'Suho']"
Just yourself knows what to do . So let's think before speak ,no,"['Just', 'yourself', 'knows', 'what', 'to', 'do', '.', 'So', ""let's"", 'think', 'before', 'speak']"
I Have not slept but idc i got to speak to him so am happy,no,"['I', 'Have', 'not', 'slept', 'but', 'idc', 'i', 'got', 'to', 'speak', 'to', 'him', 'so', 'am', 'happy']"
What a great fucking day,no,"['What', 'a', 'great', 'fucking', 'day']"
"Yay , I'm so happy it's Tuesday",no,"['Yay', ',', ""I'm"", 'so', 'happy', ""it's"", 'Tuesday']"
I have to resit my german writing assessment but my struggle here is that i cant speak german so thats that,no,"['I', 'have', 'to', 'resit', 'my', 'german', 'writing', 'assessment', 'but', 'my', 'struggle', 'here', 'is', 'that', 'i', 'cant', 'speak', 'german', 'so', 'thats', 'that']"
