Tweet,Sarcasm
and now tomorrow the real work starts  yaay,no
Thank you so much for coming to speak with our class this morning  I enjoyed you alls presentation  Such an inspiration  red_heart ,no
Don't see how you could even still speak to someone after they caused you so much shit,no
Actions speak louder than words so I refuse to be fooled by something that sounds so good when I never see a follow up,no
When someone smiles and speaks to you smile and speak back  Stop walking around being so mean and rude   Dilly,no
ikr gah jack why do you have to speak so properly,no
I don't do  so don't try to speak to them laugh out loud,no
Let the acting being  ,no
I don't know HOW TO SPEAK ENGLISH ANYMORE SO I'M SORRY IF I MENTIONED YOU W  WRONG WORDS I SPEAK PORTUGUESE by the way face_with_tears_of_joy,no
I have to go to the job centre today and speak to a careers adviser to prrtend im looking for a job so i can sign on,no
So annoying seeing people u used to speak to and realising they actually got well good looking,no
Már 2 .  D  ,no
I'm so excited you're here  I will be at MCC to watch you speak tomorrow  =,no
Watching the cuddleys   ,no
here are 20 different things to do,no
Swimming with Mikey  ,no
"It's now 20 , the class begins .  ",no
Here is our charity  Hear the SMO of Port Antonio Hospital speak about why it is so important for you to support ,no
$ 2000 dollar credit limit on my new credit card ,no
Wow looks like this whole week is just dandy .,no
pew yg rmai  ,no
"If we truly love one another we must  speak the truth in love   Ephesians 415  at all times , even when it is uncomfortable to do so .",no
"i'm going there next Tuesday to speak to them , but they want me to start immediately so i dunno what to do about my job now",no
I jus wan no y u didnt speak to her — She ont speak so i dont speak,no
I KNOW HOW YOU FEELL oh my god I'm so embarrassed I don't think I can speak to him again loudly_crying_face,no
Letters  Medical Imaging's Gains  1 Letter ,no
I would pay so much money to never see or speak to you again,no
I am LOVING the  campaign  So many tweets speak exactly to my dissertation topic ,no
i don't know when it became cool to blow people off until you force them outa your life . so you want something different . u needa speak up,no
Everyone seems really happy in my class today,no
I'd rather not speak to anyone other than myslef now so plz,no
Ion wanna link with no one . Please speak up when you see me tho . So I'll know how to handle you,no
"if you forbid to speak Japanese , Your English skills gonna be better seriously  I'm so envy u  laugh out loud",no
The Nissan,no
Everyone has so many online friends then I have one that I barley speak to anymore laugh out loud,no
Going to bed now cause I'm in the UK but I can't wait to wake up and see all the tweets about tickets smirking_face,no
by the time I finish this rhyme you ain't gonna have time to try so please young man please feel free to speak your mind,no
 My dongsaengs always speak well so they took my task and I will have to organize and add up well .   Suho,no
Just yourself knows what to do . So let's think before speak ,no
I Have not slept but idc i got to speak to him so am happy,no
What a great fucking day,no
"Yay , I'm so happy it's Tuesday",no
I have to resit my german writing assessment but my struggle here is that i cant speak german so thats that,no
Game tomorrow night  ,no
Yay andrew Corbin is in my English class,no
I wonder y ppl wants IK to speak against Army  After Bhuto politics ÷ in to 2 Anti or Pro so do now,no
Want to learn to speak Icelandic . Rosetta Stone doesn't have Icelandic so Mighty Ducks 2 it is .  ,no
absolutely NOT sastified with the so called manager who rang . Need to speak to a UK based STAFF ,no
Everything you need to know about the NEW  Analytics   ,no
im going to sleep now so hope you have a lovely day and i will speak to you tomorrow  love you the most relieved_face sparkling_heart,no
Tunggu keluar  ,no
"Everyone can speak their own opinion . So don't get mad if I like to speak mine especially if I let you speak yours , you stupid cunt ",no
If you were a good role model you would understand . It's the fact that you would ever speak to him again that makes u look so bad,no
I'm so excited to here Brandon speak tonight  seenoevil_monkey,no
oomf got me rolling early in the morning tho . ,no
About to listen to speak  His books have for so long inspired me   ,no
Need to play football ,no
That's not creepy at all,no
I really don't need your rude bitchy attitude in my life  So if you can't learn to speak proper to me don't speak to me at all .,no
Hi George . I need to speak to you urgently about something I think you'd be interested in . Can you follow me so I can DM you ,no
If I could learn to properly speak to attractive people my life would be so much better .,no
just preordered Afterworlds  so excited to hear you speak in St Louis ,no
When last did someone speak so impeccably of you  Has a man ever done to your physique what I do to your soul ,no
i dont think the library is somewhere to speak loud and talk about how drunk you were . so STFU,no
I want us to get caught ,no
my dad knows I have a site throat yet he continues to ask me questions so that I have to speak,no
Sometimes I wish I learned how to speak Spanish when I was younger so I could speak fluently now,no
A girl had her hair down on the team we lost to tonight so no one is permitted to speak to me for at least 72 hours .,no
"Her feelings so resonate with those of us who are Scots but not born here , nor do we speak like Scot , but that usen't to matter",no
I encourage all females to speak direct or not at all and stop being so catty and messy going to the next . sleepy_face That is all,no
there so many around hard to just choose 2 beers . I got ur menu on my pc so running some numbers as we speak,no
I can speak about Black America ALL DAY but I can only do so in front of an audience that is willing to listen . You don't find those often,no
just last year everyone was so quick to speak & be cool but now it's all this grilling loudly_crying_face,no
the fry cook games ,no
My daughter just walked in her to use my bathroom .. I tried to stop her so she can go in hers n she put her hand up n said  Speak after .. ,no
I can't think  speak in the morning so the fact that I'm about to drive to Lincoln should scare everyone on 95 North,no
"I dedicate this one to you , ",no
"yes , it is . But it's also terrible what happened to the poor kid she doxxed .",no
I really wanna speak to someone else that's psychic so we can share our experiences with eachother,no
"Just had a 20 minute conversation with my dad , I we so nice to speak to him smiling_face ",no
you're such a good friend,no
"I have so many mutuals that I don't speak to , speak to me , I don't bite",no
